act Pair,Accuracy Subset,Accuracy Subset + Const,Improvement Subset,Number of Test Examples,Number of Train Examples
Eric Johnson vs TobyMac,0.7,0.6,-0.09999999999999998,10,40
Lee Brice vs Andy Frasco & The U.N.,0.9,0.8,-0.09999999999999998,10,38
Lee Brice vs Dogs In A Pile,0.9,0.8,-0.09999999999999998,10,39
The Avett Brothers vs Victoria Monet,1.0,0.9,-0.09999999999999998,10,38
Collective Soul vs Rumours - The Ultimate Fleetwood Mac Tribute	,0.7,0.6,-0.09999999999999998,10,36
Collective Soul vs Carbon Leaf,0.7,0.6,-0.09999999999999998,10,39
Eric Johnson vs Noah Cyrus,1.0,0.9,-0.09999999999999998,10,39
Collective Soul vs The Chats,1.0,0.9,-0.09999999999999998,10,38
Lee Brice vs Jake Shimabukuro,0.7,0.6,-0.09999999999999998,10,36
Eric Johnson vs Liz Phair,0.9,0.8,-0.09999999999999998,10,39
Lee Brice vs Jackson Dean,0.7,0.6,-0.09999999999999998,10,39
Collective Soul vs Les Claypool,0.5,0.4,-0.09999999999999998,10,37
Collective Soul vs Indigo Girls,0.9,0.8,-0.09999999999999998,10,37
Collective Soul vs Michael Franti & Spearhead,0.6,0.5,-0.09999999999999998,10,38
The Avett Brothers vs Polaris,1.0,0.9,-0.09999999999999998,10,38
Eric Johnson vs Yussef Dayes,0.6,0.5,-0.09999999999999998,10,36
Lee Brice vs DURRY,0.9,0.8,-0.09999999999999998,10,37
Matchbox Twenty vs Tommy Prine,1.0,0.9,-0.09999999999999998,10,40
Eric Johnson vs The Wood Brothers,0.9,0.8,-0.09999999999999998,10,40
Eric Johnson vs Yonder Mountain String Band,0.7,0.6,-0.09999999999999998,10,36
The Avett Brothers vs Carbon Leaf,1.0,0.9,-0.09999999999999998,10,39
Eric Johnson vs Marcus King,0.9,0.8,-0.09999999999999998,10,40
The Avett Brothers vs Patti LaBelle,0.7,0.6,-0.09999999999999998,10,37
The Avett Brothers vs Trousdale,1.0,0.9,-0.09999999999999998,10,38
Eric Johnson vs Home Free,0.9,0.8,-0.09999999999999998,10,37
The Avett Brothers vs Cigarettes After Sex,0.9,0.8,-0.09999999999999998,10,37
Eric Johnson vs Henry Rollins,0.7,0.6,-0.09999999999999998,10,40
Collective Soul vs Andy Grammer,0.7,0.6,-0.09999999999999998,10,38
Lee Brice vs Made in Italy,1.0,0.9,-0.09999999999999998,10,38
Collective Soul vs Citizen,0.9,0.8,-0.09999999999999998,10,37
Eric Johnson vs Bully,0.6,0.5,-0.09999999999999998,10,39
Collective Soul vs Dave Koz,0.7,0.6,-0.09999999999999998,10,36
Eric Johnson vs 49 Winchester,0.7,0.6,-0.09999999999999998,10,38
Matchbox Twenty vs LANY,0.9,0.8,-0.09999999999999998,10,40
Eric Johnson vs Scowl,0.6,0.5,-0.09999999999999998,10,39
The Avett Brothers vs Michael Franti & Spearhead,0.6,0.5,-0.09999999999999998,10,38
The Avett Brothers vs Andy Grammer,0.9,0.8,-0.09999999999999998,10,38
Eric Johnson vs Billy Raffoul,0.9,0.8,-0.09999999999999998,10,39
The Avett Brothers vs Dierks Bentley,0.7,0.6,-0.09999999999999998,10,39
Matchbox Twenty vs The Zombies,0.9,0.8,-0.09999999999999998,10,37
Matchbox Twenty vs Melanie Martinez,1.0,0.9,-0.09999999999999998,10,39
Lee Brice vs Goose,0.4,0.3,-0.10000000000000003,10,40
The Avett Brothers vs Dave Koz,0.4,0.3,-0.10000000000000003,10,36
Lee Brice vs A R I Z O N A,0.8,0.7,-0.10000000000000009,10,37
Collective Soul vs Geoff Tate,0.8,0.7,-0.10000000000000009,10,36
Collective Soul vs Judy Collins,0.8,0.7,-0.10000000000000009,10,39
The Avett Brothers vs Ray LaMontagne,0.8,0.7,-0.10000000000000009,10,39
Eric Johnson vs Yam Haus,0.8,0.7,-0.10000000000000009,10,37
Eric Johnson vs Cooper Alan,0.8,0.7,-0.10000000000000009,10,37
Collective Soul vs The Postal Service,0.8,0.7,-0.10000000000000009,10,37
Collective Soul vs Chris Botti,0.8,0.7,-0.10000000000000009,10,37
Lee Brice vs Cannibal Corpse,0.8,0.7,-0.10000000000000009,10,36
Eric Johnson vs 38 Special,0.8,0.7,-0.10000000000000009,10,37
Eric Johnson vs Addison Grace,0.8,0.7,-0.10000000000000009,10,36
Lee Brice vs 1964 The Tribute,0.8,0.7,-0.10000000000000009,10,38
Lee Brice vs Roy Woods,0.8,0.7,-0.10000000000000009,10,37
Eric Johnson vs In This Moment,0.8,0.7,-0.10000000000000009,10,36
Lee Brice vs Darius Rucker,0.8,0.7,-0.10000000000000009,10,40
Lee Brice vs Allison Russell,0.8,0.7,-0.10000000000000009,10,38
Lee Brice vs Cold War Kids,0.8,0.7,-0.10000000000000009,10,37
Lee Brice vs Bush,0.8,0.7,-0.10000000000000009,10,38
The Avett Brothers vs Black Veil Brides,0.8,0.7,-0.10000000000000009,10,40
Lee Brice vs Jodeci,0.8,0.7,-0.10000000000000009,10,40
Gov't Mule vs Kansas,0.6842105263157895,0.5789473684210527,-0.10526315789473684,19,76
The Avett Brothers vs Benise,0.8888888888888888,0.7777777777777778,-0.11111111111111105,9,32
Collective Soul vs Jenny Lewis,0.6666666666666666,0.5555555555555556,-0.11111111111111105,9,32
Eric Johnson vs Morgan Wade,0.8888888888888888,0.7777777777777778,-0.11111111111111105,9,34
Eric Johnson vs Kany Garcia,0.8888888888888888,0.7777777777777778,-0.11111111111111105,9,36
Eric Johnson vs Tom Odell,0.8888888888888888,0.7777777777777778,-0.11111111111111105,9,32
Lee Brice vs Black Pumas,0.8888888888888888,0.7777777777777778,-0.11111111111111105,9,32
Lee Brice vs Boyz II Men,0.6666666666666666,0.5555555555555556,-0.11111111111111105,9,35
Lee Brice vs Ben Rector,0.6666666666666666,0.5555555555555556,-0.11111111111111105,9,34
Collective Soul vs Eric Johnson,0.8888888888888888,0.7777777777777778,-0.11111111111111105,9,36
The Avett Brothers vs Fantasia,0.8888888888888888,0.7777777777777778,-0.11111111111111105,9,32
Eric Johnson vs Ocean Alley,0.8888888888888888,0.7777777777777778,-0.11111111111111105,9,33
Eric Johnson vs A Flock of Seagulls,0.6666666666666666,0.5555555555555556,-0.11111111111111105,9,32
The Avett Brothers vs Veeze,0.8888888888888888,0.7777777777777778,-0.11111111111111105,9,35
Collective Soul vs Bishop Briggs,0.8888888888888888,0.7777777777777778,-0.11111111111111105,9,35
Collective Soul vs Casting Crowns,0.6666666666666666,0.5555555555555556,-0.11111111111111105,9,33
The Avett Brothers vs Ryan Adams & The Cardinals,0.6666666666666666,0.5555555555555556,-0.11111111111111105,9,33
Collective Soul vs Mitski,0.8888888888888888,0.7777777777777778,-0.11111111111111105,9,32
The Avett Brothers vs Liz Phair,0.6666666666666666,0.5555555555555556,-0.11111111111111105,9,35
Matchbox Twenty vs Jo Dee Messina,0.8888888888888888,0.7777777777777778,-0.11111111111111105,9,36
Matchbox Twenty vs Gareth Emery,0.8888888888888888,0.7777777777777778,-0.11111111111111105,9,34
The Avett Brothers vs The Wood Brothers,0.8888888888888888,0.7777777777777778,-0.11111111111111105,9,36
Collective Soul vs Atmosphere,0.8888888888888888,0.7777777777777778,-0.11111111111111105,9,35
Lee Brice vs Thrice,0.6666666666666666,0.5555555555555556,-0.11111111111111105,9,36
Matchbox Twenty vs Eden Munoz,0.8888888888888888,0.7777777777777778,-0.11111111111111105,9,36
Eric Johnson vs The Aces,0.6666666666666666,0.5555555555555556,-0.11111111111111105,9,35
Lee Brice vs Clannad,0.6666666666666666,0.5555555555555556,-0.11111111111111105,9,35
Collective Soul vs Dying Fetus,0.8888888888888888,0.7777777777777778,-0.11111111111111105,9,36
Eric Johnson vs Thrice,0.6666666666666666,0.5555555555555556,-0.11111111111111105,9,34
Lee Brice vs Zeds Dead,0.6666666666666666,0.5555555555555556,-0.11111111111111105,9,35
Lee Brice vs The Allman Betts Family Revival,0.8888888888888888,0.7777777777777778,-0.11111111111111105,9,35
Eric Johnson vs Harms Way,0.4444444444444444,0.3333333333333333,-0.1111111111111111,9,36
Collective Soul vs The Wallflowers,0.4444444444444444,0.3333333333333333,-0.1111111111111111,9,36
Collective Soul vs 38 Special,0.4444444444444444,0.3333333333333333,-0.1111111111111111,9,33
The Avett Brothers vs For King & Country,0.4444444444444444,0.3333333333333333,-0.1111111111111111,9,34
Eric Johnson vs JOHN 5 and the Creatures,0.4444444444444444,0.3333333333333333,-0.1111111111111111,9,34
Eric Johnson vs G. Love & Special Sauce,0.4444444444444444,0.3333333333333333,-0.1111111111111111,9,33
Eric Johnson vs Phora,0.2222222222222222,0.1111111111111111,-0.1111111111111111,9,35
Matchbox Twenty vs Dan + Shay,0.7777777777777778,0.6666666666666666,-0.11111111111111116,9,35
The Avett Brothers vs Yo La Tengo,0.7777777777777778,0.6666666666666666,-0.11111111111111116,9,36
Collective Soul vs The Teskey Brothers,0.7777777777777778,0.6666666666666666,-0.11111111111111116,9,32
Lee Brice vs Journey,0.5555555555555556,0.4444444444444444,-0.11111111111111116,9,33
Lee Brice vs Poppy,1.0,0.8888888888888888,-0.11111111111111116,9,35
Lee Brice vs Mushroomhead,1.0,0.8888888888888888,-0.11111111111111116,9,34
Eric Johnson vs Ween,0.7777777777777778,0.6666666666666666,-0.11111111111111116,9,33
Collective Soul vs Nathaniel Rateliff & The Night Sweats,0.7777777777777778,0.6666666666666666,-0.11111111111111116,9,34
Collective Soul vs Kenny G,0.5555555555555556,0.4444444444444444,-0.11111111111111116,9,32
Eric Johnson vs Lotus,0.5555555555555556,0.4444444444444444,-0.11111111111111116,9,34
Eric Johnson vs Brothers Osborne,0.7777777777777778,0.6666666666666666,-0.11111111111111116,9,33
The Avett Brothers vs TobyMac,1.0,0.8888888888888888,-0.11111111111111116,9,36
Collective Soul vs Addison Grace,1.0,0.8888888888888888,-0.11111111111111116,9,32
Lee Brice vs Spyro Gyra,0.5555555555555556,0.4444444444444444,-0.11111111111111116,9,34
Lee Brice vs Lotus,1.0,0.8888888888888888,-0.11111111111111116,9,36
Lee Brice vs Nitty Gritty Dirt Band,0.7777777777777778,0.6666666666666666,-0.11111111111111116,9,34
The Avett Brothers vs Three Days Grace,0.7777777777777778,0.6666666666666666,-0.11111111111111116,9,36
Collective Soul vs Ne-Yo,1.0,0.8888888888888888,-0.11111111111111116,9,33
Lee Brice vs Nate Smith,0.7777777777777778,0.6666666666666666,-0.11111111111111116,9,32
Collective Soul vs Kesha,0.7777777777777778,0.6666666666666666,-0.11111111111111116,9,36
Lee Brice vs Violent Femmes,1.0,0.8888888888888888,-0.11111111111111116,9,36
The Avett Brothers vs Dragonforce,1.0,0.8888888888888888,-0.11111111111111116,9,35
Eric Johnson vs Silversun Pickups,1.0,0.8888888888888888,-0.11111111111111116,9,34
Matchbox Twenty vs Tim McGraw,1.0,0.8888888888888888,-0.11111111111111116,9,32
Lee Brice vs Lainey Wilson,1.0,0.8888888888888888,-0.11111111111111116,9,34
Lee Brice vs Billy Joel,1.0,0.8888888888888888,-0.11111111111111116,9,34
Collective Soul vs Toad the Wet Sprocket,0.7777777777777778,0.6666666666666666,-0.11111111111111116,9,36
The Avett Brothers vs The Guess Who,1.0,0.8888888888888888,-0.11111111111111116,9,32
Eric Johnson vs Drake White,0.5555555555555556,0.4444444444444444,-0.11111111111111116,9,32
The Avett Brothers vs Stevie Nicks,1.0,0.8888888888888888,-0.11111111111111116,9,35
Collective Soul vs Almost Queen,0.7777777777777778,0.6666666666666666,-0.11111111111111116,9,35
Collective Soul vs Wolfmother,1.0,0.8888888888888888,-0.11111111111111116,9,34
Collective Soul vs Ryan Adams & The Cardinals,0.7777777777777778,0.6666666666666666,-0.11111111111111116,9,33
Eric Johnson vs Squid,1.0,0.8888888888888888,-0.11111111111111116,9,32
Eric Johnson vs Pepe Aguilar,0.7777777777777778,0.6666666666666666,-0.11111111111111116,9,35
Eric Johnson vs JP Saxe,0.7777777777777778,0.6666666666666666,-0.11111111111111116,9,34
The Avett Brothers vs Bad Religion,1.0,0.8888888888888888,-0.11111111111111116,9,33
The Avett Brothers vs Corey Taylor,1.0,0.8888888888888888,-0.11111111111111116,9,33
Lee Brice vs Ween,0.5555555555555556,0.4444444444444444,-0.11111111111111116,9,35
Gov't Mule vs Tab Benoit,0.8333333333333334,0.7222222222222222,-0.11111111111111116,18,70
Matchbox Twenty vs The Hives,0.7777777777777778,0.6666666666666666,-0.11111111111111116,9,36
Lee Brice vs Stick To Your Guns,0.7777777777777778,0.6666666666666666,-0.11111111111111116,9,36
Eric Johnson vs Tommy Prine,0.7777777777777778,0.6666666666666666,-0.11111111111111116,9,34
Lee Brice vs KC and The Sunshine Band,0.7777777777777778,0.6666666666666666,-0.11111111111111116,9,34
The Avett Brothers vs Jonas Brothers,0.8235294117647058,0.7058823529411765,-0.11764705882352933,17,67
Gov't Mule vs Diana Krall,0.8235294117647058,0.7058823529411765,-0.11764705882352933,17,66
Matchbox Twenty vs Tool,0.8823529411764706,0.7647058823529411,-0.11764705882352944,17,65
Gov't Mule vs The Mavericks,0.5882352941176471,0.47058823529411764,-0.11764705882352944,17,67
Gov't Mule vs Kenny Wayne Shepherd,0.5882352941176471,0.47058823529411764,-0.11764705882352944,17,67
Collective Soul vs Carnifex,0.875,0.75,-0.125,8,31
Collective Soul vs Kota The Friend,0.875,0.75,-0.125,8,31
Collective Soul vs Elevation Worship,0.75,0.625,-0.125,8,31
Matchbox Twenty vs Olivia Rodrigo,1.0,0.875,-0.125,8,30
Collective Soul vs John Waite,0.875,0.75,-0.125,8,30
Lee Brice vs Smokey Robinson,0.75,0.625,-0.125,8,31
The Avett Brothers vs Alt-J,0.75,0.625,-0.125,8,31
Collective Soul vs The Allman Betts Family Revival,0.625,0.5,-0.125,8,29
Matchbox Twenty vs STRFKR,1.0,0.875,-0.125,8,28
The Avett Brothers vs A.J. Croce,0.75,0.625,-0.125,8,31
Matchbox Twenty vs Gloria Trevi,0.75,0.625,-0.125,8,31
Eric Johnson vs Juanes,1.0,0.875,-0.125,8,28
Eric Johnson vs Ice Cube,1.0,0.875,-0.125,8,32
The Avett Brothers vs David Kushner,0.875,0.75,-0.125,8,28
Collective Soul vs JOHN 5 and the Creatures,1.0,0.875,-0.125,8,30
Eric Johnson vs Tegan and Sara,1.0,0.875,-0.125,8,32
Collective Soul vs A.J. Croce,0.875,0.75,-0.125,8,31
Matchbox Twenty vs Lyle Lovett,0.9375,0.8125,-0.125,16,61
Collective Soul vs Osees,0.875,0.75,-0.125,8,28
Eric Johnson vs Priscilla Block,0.875,0.75,-0.125,8,29
Collective Soul vs Lil Uzi Vert,0.875,0.75,-0.125,8,31
Collective Soul vs LANY,0.5,0.375,-0.125,8,30
Collective Soul vs Chase Rice,0.75,0.625,-0.125,8,31
The Avett Brothers vs Becky G,0.75,0.625,-0.125,8,32
The Avett Brothers vs The Bouncing Souls,1.0,0.875,-0.125,8,30
Collective Soul vs David Foster,0.5,0.375,-0.125,8,30
Collective Soul vs Maxwell,0.875,0.75,-0.125,8,32
Lee Brice vs Porno for Pyros,0.75,0.625,-0.125,8,30
Lee Brice vs Jon Batiste,1.0,0.875,-0.125,8,30
The Avett Brothers vs Brothers Osborne,0.75,0.625,-0.125,8,29
The Avett Brothers vs Zeds Dead,0.875,0.75,-0.125,8,29
Lee Brice vs The Ocean,1.0,0.875,-0.125,8,30
Eric Johnson vs Armand Hammer,0.75,0.625,-0.125,8,28
The Avett Brothers vs One Night of Queen,0.875,0.75,-0.125,8,31
The Avett Brothers vs Highly Suspect,0.875,0.75,-0.125,8,28
Collective Soul vs Claud,1.0,0.875,-0.125,8,28
Collective Soul vs The Milk Carton Kids,1.0,0.875,-0.125,8,32
Eric Johnson vs Buck Meek,0.625,0.5,-0.125,8,28
Eric Johnson vs Legends in Concert,0.625,0.5,-0.125,8,28
The Avett Brothers vs Chase Rice,0.875,0.75,-0.125,8,31
Eric Johnson vs Thievery Corporation,0.625,0.5,-0.125,8,28
Matchbox Twenty vs Lynyrd Skynyrd,1.0,0.875,-0.125,8,30
The Avett Brothers vs Snarky Puppy,0.875,0.75,-0.125,8,29
Collective Soul vs ABBA The Concert	,0.625,0.5,-0.125,8,30
Collective Soul vs Celtic Thunder,0.625,0.5,-0.125,8,32
Collective Soul vs Clannad,0.625,0.5,-0.125,8,29
Lee Brice vs Eden Munoz,0.75,0.625,-0.125,8,32
The Avett Brothers vs The Allman Betts Family Revival,0.5,0.375,-0.125,8,29
Collective Soul vs Violent Femmes,0.75,0.625,-0.125,8,30
The Avett Brothers vs Engelbert Humperdinck,0.75,0.625,-0.125,8,28
Eric Johnson vs Sampha,0.875,0.75,-0.125,8,30
Eric Johnson vs Indigo De Souza,0.625,0.5,-0.125,8,30
Collective Soul vs Bruno Major,0.75,0.625,-0.125,8,32
Eric Johnson vs Municipal Waste,0.5,0.375,-0.125,8,31
Lee Brice vs Gareth Emery,0.75,0.625,-0.125,8,30
The Avett Brothers vs Sarah Brightman,0.75,0.625,-0.125,8,31
Lee Brice vs Gregorian,0.875,0.75,-0.125,8,29
Matchbox Twenty vs Alvvays,1.0,0.875,-0.125,8,32
Collective Soul vs Brett Young,0.375,0.25,-0.125,8,32
Lee Brice vs EagleMania,0.875,0.75,-0.125,8,28
Collective Soul vs Macklemore,0.625,0.5,-0.125,8,32
Matchbox Twenty vs Third Eye Blind,1.0,0.875,-0.125,8,31
Matchbox Twenty vs Better Lovers,0.875,0.75,-0.125,8,30
Collective Soul vs David Kushner,0.75,0.625,-0.125,8,28
The Avett Brothers vs Grentperez,0.75,0.625,-0.125,8,32
Matchbox Twenty vs Keyshia Cole,0.75,0.625,-0.125,8,28
Collective Soul vs Silverstein,0.875,0.75,-0.125,8,29
Collective Soul vs Kiana Lede,0.875,0.75,-0.125,8,32
Collective Soul vs Mana,0.875,0.75,-0.125,8,31
Eric Johnson vs Maddie Zahm,0.625,0.5,-0.125,8,31
Eric Johnson vs Gary Allan,1.0,0.875,-0.125,8,31
Eric Johnson vs Hannah Wicklund,0.625,0.5,-0.125,8,28
Matchbox Twenty vs Laura Jane Grace,1.0,0.875,-0.125,8,31
Gov't Mule vs Michael Franti & Spearhead,0.8125,0.6875,-0.125,16,62
Eric Johnson vs Chelsea Cutler,0.75,0.625,-0.125,8,29
Collective Soul vs Tom Odell,1.0,0.875,-0.125,8,28
Collective Soul vs Highly Suspect,0.375,0.25,-0.125,8,28
Lee Brice vs Joshua Radin,0.75,0.625,-0.125,8,31
Lee Brice vs Dayseeker,0.75,0.625,-0.125,8,30
Collective Soul vs G Jones,0.75,0.625,-0.125,8,32
Lee Brice vs Sonic Symphony,0.875,0.75,-0.125,8,29
Gov't Mule vs Straight No Chaser,0.75,0.625,-0.125,24,94
The Avett Brothers vs Meshuggah,0.75,0.625,-0.125,8,31
Collective Soul vs Parker McCollum,0.9333333333333333,0.8,-0.1333333333333333,15,57
Gov't Mule vs JVKE,0.8,0.6666666666666666,-0.13333333333333341,15,58
Gov't Mule vs Frankie Valli And The Four Seasons,0.8666666666666667,0.7333333333333333,-0.13333333333333341,15,57
Lee Brice vs Kansas,0.8,0.6666666666666666,-0.13333333333333341,15,57
Eric Johnson vs Torres,0.8571428571428571,0.7142857142857143,-0.1428571428571428,7,26
Matchbox Twenty vs Rod Wave,0.7857142857142857,0.6428571428571429,-0.1428571428571428,14,55
Collective Soul vs Paul Brandt,0.8571428571428571,0.7142857142857143,-0.1428571428571428,7,26
Collective Soul vs The Paper Kites,0.8571428571428571,0.7142857142857143,-0.1428571428571428,7,28
Eric Johnson vs Mike Mains & The Branches,0.8571428571428571,0.7142857142857143,-0.1428571428571428,7,24
The Avett Brothers vs Bruce Hornsby,0.8571428571428571,0.7142857142857143,-0.1428571428571428,7,27
Collective Soul vs Alkaline Trio,0.8571428571428571,0.7142857142857143,-0.1428571428571428,7,28
Lee Brice vs Games We Play,0.8571428571428571,0.7142857142857143,-0.1428571428571428,7,27
The Avett Brothers vs The Paper Kites,0.8571428571428571,0.7142857142857143,-0.1428571428571428,7,28
Lee Brice vs Keyshia Cole,0.8571428571428571,0.7142857142857143,-0.1428571428571428,7,24
The Avett Brothers vs The Irish Tenors,0.8571428571428571,0.7142857142857143,-0.1428571428571428,7,25
Collective Soul vs Legends in Concert,0.8571428571428571,0.7142857142857143,-0.1428571428571428,7,24
Eric Johnson vs Sonic Symphony,0.8571428571428571,0.7142857142857143,-0.1428571428571428,7,28
Eric Johnson vs Beth Hart,0.5714285714285714,0.42857142857142855,-0.14285714285714285,7,27
The Avett Brothers vs Parkway Drive,0.42857142857142855,0.2857142857142857,-0.14285714285714285,7,27
The Avett Brothers vs Dan + Shay,0.42857142857142855,0.2857142857142857,-0.14285714285714285,7,25
Collective Soul vs Black Pumas,0.42857142857142855,0.2857142857142857,-0.14285714285714285,7,27
Collective Soul vs Destin Conrad,0.5714285714285714,0.42857142857142855,-0.14285714285714285,7,27
The Avett Brothers vs Keith Sweat,0.5714285714285714,0.42857142857142855,-0.14285714285714285,7,27
Lee Brice vs Blake Shelton,0.5714285714285714,0.42857142857142855,-0.14285714285714285,7,27
The Avett Brothers vs Journey,0.5714285714285714,0.42857142857142855,-0.14285714285714285,7,28
